nr;Artikelid;Varnummer;Namn;Namn2;Prisinklmoms;Pant;Volymiml;PrisPerLiter;Saljstart;Utgatt;Varugrupp;Typ;Stil;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;SortimentText;Ekologisk;Etiskt;EtisktEtikett;Koscher;RavarorBeskrivning
3067703;1004940;30677;Södra Stout;;39.70;;330.00;120.30;02/11/2015;0;Öl;Porter och stout;Imperial porter och stout;Flaska;;Stockholms län;Sverige;Södra Maltfabriken Brewery;Södra Maltfabriken AB;;;10.00%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
7496001;1005524;74960;Barbera del Monferrato;Livio Pavese;109.00;;750.00;145.33;01/10/2015;0;Rött vin;Kryddigt & Mustigt;;Flaska;Naturkork;Piemonte;Italien;Livio Pavese;Chris-Wine AB;2010;;14.00%;FS;Ordinarie sortiment;0;0;;0;Barbera.
7369501;1006124;73695;Primus Zitsa;;180.00;;750.00;240.00;01/10/2015;0;Vitt vin;;;Flaska;;Epirus;Grekland;Domaine Glinavos;O.Wines and Spirits AB;2013;;12.00%;BS;Övrigt sortiment;0;0;;0;
7389801;1006133;73898;Red Velvet;;170.00;;750.00;226.67;01/10/2015;0;Rött vin;;;Flaska;;;Grekland;Domaine Glinavos;O.Wines and Spirits AB;2010;;12.50%;BS;Övrigt sortiment;0;0;;0;
7728301;1006138;77283;Debina;;140.00;;750.00;186.67;01/10/2015;0;Mousserande vin;;;Flaska;;Epirus;Grekland;Domaine Glinavos;O.Wines and Spirits AB;2013;;12.00%;BS;Övrigt sortiment;0;0;;0;
7306101;1006148;73061;Allesverloren 1704;;95.00;;750.00;126.67;01/10/2015;0;Rött vin;;;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Allesverloren Wine Estate;janake wine group AB;2014;;14.00%;BS;Övrigt sortiment;0;0;;0;
7321901;1006169;73219;Albarossa;;252.00;;750.00;336.00;01/10/2015;0;Rött vin;;;Flaska;;Piemonte;Italien;Tre Secoli;Obrini Beverage Company AB;2012;;14.00%;BS;Övrigt sortiment;0;0;;0;
7377301;1006189;73773;The Mira;Cabernet Sauvignon;191.00;;750.00;254.67;01/10/2015;0;Rött vin;;;Flaska;;Western Cape;Sydafrika;Uva Mira;Tryffelsvinet AB;2013;;14.00%;BS;Övrigt sortiment;0;0;;0;
8559101;1006209;85591;MACK by Mackmyra;;299.00;;700.00;427.14;01/10/2015;0;Whisky;Malt;;Flaska;Plastkork/syntetkork;;Sverige;Mackmyra Svensk Whisky AB;Mackmyra Svensk Whisky AB;;;40.00%;FS;Ordinarie sortiment;0;0;;0;
7529006;1006212;75290;Macán;;1200.00;;1500.00;800.00;01/10/2015;0;Rött vin;;;Magnum;;Rioja;Spanien;Benjamin de Rothschild &Vega Sicilia;janake wine group AB;2011;;14.50%;BS;Övrigt sortiment;0;0;;0;
8948703;1006215;89487;Tingvalla;Amarillo;23.90;;330.00;72.42;01/10/2015;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Flaska;;;Sverige;Tingvalla Hantverks AB;Tingvalla Hantverks AB;;;5.20%;BS;Övrigt sortiment;0;0;;0;Pale ale- och crystalmalt samt humle av sorterna amrillo och cascade.
8535201;1006219;85352;Sheep Dip;Islay Blended Malt;480.00;;700.00;685.71;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Spencerfield Spirit Co;Renbjer & Magnusson AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
556901;1006260;5569;Saint-Aubin Vieilles Vignes;Domaine Roux Père & Fils;219.00;;750.00;292.00;01/12/2015;0;Vitt vin;Fylligt & Smakrikt;;Flaska;Naturkork;Bourgogne;Frankrike;Domaine Roux Père & Fils;Ward Wines AB;2015;;13.00%;FS;Ordinarie sortiment;0;0;;0;Chardonnay.
556902;1006280;5569;Saint-Aubin Vieilles Vignes;Domaine Roux Père & Fils;119.00;;375.00;317.33;01/12/2015;0;Vitt vin;Fylligt & Smakrikt;;Flaska;Naturkork;Bourgogne;Frankrike;Domaine Roux Père & Fils;Ward Wines AB;2015;;13.00%;FS;Ordinarie sortiment;0;0;;0;Chardonnay.
306501;1006372;3065;Château La Bourrée;;95.00;;750.00;126.67;01/12/2015;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Naturkork;Bordeaux;Frankrike;Vignobles Meynard;Vin Champagne Produits de France AB;2016;;14.00%;FS;Ordinarie sortiment;0;0;;0;70% merlot och 30% cabernet franc.
7043601;1006376;70436;Saint-Aubin La Princée;Domaine Hubert Lamy;299.00;;750.00;398.67;01/10/2015;0;Vitt vin;;;Flaska;;Bourgogne;Frankrike;Domaine Hubert Lamy;Tryffelsvinet AB;2013;;13.00%;BS;Övrigt sortiment;0;0;;0;
7599401;1006380;75994;Los Frailes;Blanc de Trilogía;149.00;;750.00;198.67;01/10/2015;0;Vitt vin;;;Flaska;;Valencia;Spanien;Finca Los Frailes;Johan Lidby Vinhandel AB;2015;;13.50%;BS;Övrigt sortiment;1;0;;0;
7070701;1006383;70707;Korlat;Cabernet Sauvignon;222.00;;750.00;296.00;01/10/2015;0;Rött vin;;;Flaska;;Dalmatinska zagora;Kroatien;Badel 1862;Triggollo Wine & Spirits AB;2010;;14.50%;BS;Övrigt sortiment;0;0;;0;
7013901;1006386;70139;Korlat;Syrah;222.00;;750.00;296.00;01/10/2015;0;Rött vin;;;Flaska;;Dalmatinska zagora;Kroatien;Badel 1862;Triggollo Wine & Spirits AB;2011;;14.50%;BS;Övrigt sortiment;0;0;;0;
7123901;1006389;71239;Ivan Dolac;Plavac Mali;237.00;;750.00;316.00;01/10/2015;0;Rött vin;;;Flaska;;Srednja i juzna dalmacija;Kroatien;Badel 1862;Triggollo Wine & Spirits AB;2009;;14.00%;BS;Övrigt sortiment;1;0;;0;
7133501;1006392;71335;Mediterano;Plavac Mali;182.00;;750.00;242.67;01/10/2015;0;Rött vin;;;Flaska;;Srednja i juzna dalmacija;Kroatien;Badel 1862;Triggollo Wine & Spirits AB;2011;;14.50%;BS;Övrigt sortiment;0;0;;0;
7140101;1006395;71401;Plavac Hvar;;111.00;;750.00;148.00;01/10/2015;0;Rött vin;;;Flaska;;Srednja i juzna dalmacija;Kroatien;Badel 1862;Triggollo Wine & Spirits AB;2013;;12.00%;BS;Övrigt sortiment;0;0;;0;
7002901;1006401;70029;Daruvar;Grasevina;111.00;;750.00;148.00;01/10/2015;0;Vitt vin;;;Flaska;;Slavonija;Kroatien;Badel 1862;Triggollo Wine & Spirits AB;2013;;11.50%;BS;Övrigt sortiment;0;0;;0;
8957603;1006404;89576;Brasserie Dieu du Ciel;Solstice d'Hiver Barley Wine bottled 2013;45.70;;341.00;134.02;01/10/2015;0;Öl;Ale brittisk-amerikansk stil;Barley wine;Flaska;;;Kanada;Brasserie Dieu du Ciel;AB Wicked Wine Sweden;;;10.20%;BS;Övrigt sortiment;0;0;;0;
7149901;1006434;71499;Ivan Dolac;Barrique Plavac Mali;249.00;;750.00;332.00;01/10/2015;0;Rött vin;;;Flaska;;Srednja i juzna dalmacija;Kroatien;Badel 1862;Triggollo Wine & Spirits AB;2009;;14.00%;BS;Övrigt sortiment;1;0;;0;
7499101;1006437;74991;Los Frailes;Monastrell;105.00;;750.00;140.00;01/10/2015;0;Rött vin;;;Flaska;;Valencia;Spanien;Casa Los Frailes;Johan Lidby Vinhandel AB;2015;;13.50%;BS;Övrigt sortiment;1;0;;0;
7444301;1006442;74443;Los Frailes;Monastrell Garnacha;115.00;;750.00;153.33;01/10/2015;0;Rött vin;;;Flaska;;Valencia;Spanien;Casa Los Frailes;Johan Lidby Vinhandel AB;2013;;13.50%;BS;Övrigt sortiment;1;0;;0;
8283101;10066;82831;Domaine Saint Gayan;Gigondas;209.00;;750.00;278.67;01/03/1996;0;Rött vin;;;Flaska;;Rhonedalen;Frankrike;Domaine Saint Gayan;Carovin AB;2012;;14.50%;BS;Övrigt sortiment;0;0;;0;
8564201;1006788;85642;Inchgower;Maltbarn Bourbon Cask 24 Years;1782.00;;700.00;2545.71;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Maltbarn;Clydesdale AB;1990;;51.40%;BS;Övrigt sortiment;0;0;;0;
8592701;1006791;85927;Glen Garioch;Maltbarn Bourbon Cask 21 Years;1685.00;;700.00;2407.14;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Maltbarn;Clydesdale AB;1993;;52.50%;BS;Övrigt sortiment;0;0;;0;
8537101;1006794;85371;Auchentoshan;Maltbarn Bourbon Cask 23 Years;1735.00;;700.00;2478.57;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Maltbarn;Clydesdale AB;1992;;52.00%;BS;Övrigt sortiment;0;0;;0;
8634001;1006804;86340;Glen Keith;Chapter 7 Bourbon Hogshead 17 Years;1172.00;;700.00;1674.29;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Chapter 7;Clydesdale AB;1997;;53.40%;BS;Övrigt sortiment;0;0;;0;
2020404;1006821;20204;Box Advanced Masterclass;#2 Middle Cut;1395.00;;1000.00;1395.00;29/10/2015;0;Whisky;Malt;;5 fl à 200 ml;Plastkork/syntetkork;;Sverige;Box Destilleri;Box Destilleri AB;;;67.50%;TSE;Små partier;0;0;;0;
8679701;1006845;86797;Glentauchers;Chapter 7 Bourbon Barrel 18 Years;1388.00;;700.00;1982.86;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Chapter 7;Clydesdale AB;1996;;48.30%;BS;Övrigt sortiment;0;0;;0;
7551101;1007121;75511;Albin Jacumin;Châteauneuf-du-Pape;246.00;;750.00;328.00;01/10/2015;0;Rött vin;;;Flaska;;Rhonedalen;Frankrike;Albin Jacumin;Triplus Vinhandel AB;2012;;14.50%;BS;Övrigt sortiment;0;0;;0;
8620901;1007134;86209;Ben Nevis;Chapter 7 Bourbon Hogshead 18 Years;1388.00;;700.00;1982.86;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Chapter 7;Clydesdale AB;1996;;51.80%;BS;Övrigt sortiment;0;0;;0;
7539001;1007144;75390;Bibbiano;Chianti Classico;147.00;;750.00;196.00;01/10/2015;0;Rött vin;;;Flaska;;Toscana;Italien;Tenuta di Bibbiano;Triplus Vinhandel AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
8686301;1007195;86863;Arran;Chapter 7 Bourbon Hogshead 18 Years;1418.00;;700.00;2025.71;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Chapter 7;Clydesdale AB;1996;;52.70%;BS;Övrigt sortiment;0;0;;0;
8624601;1007201;86246;Glenrothes;Chapter 7 Bourbon Hogshead 17 Years;1586.00;;700.00;2265.71;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Chapter 7;Clydesdale AB;1997;;54.50%;BS;Övrigt sortiment;0;0;;0;
8625701;1007214;86257;Chapter 7;Peatside Port Finish 6 Years;973.00;;700.00;1390.00;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Chapter 7;Clydesdale AB;2009;;46.00%;BS;Övrigt sortiment;0;0;;0;
8629901;1007224;86299;Braes of Glenlivet;Chapter 7 Bourbon Barrel 20 Years;1685.00;;700.00;2407.14;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Chapter 7;Clydesdale AB;1994;;50.40%;BS;Övrigt sortiment;0;0;;0;
8771001;1007230;87710;Chapter 7;Irish Whiskey Bourbon Hogshead 14 Years;1113.00;;700.00;1590.00;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Chapter 7;Clydesdale AB;2000;;56.70%;BS;Övrigt sortiment;0;0;;0;
7030601;1007233;70306;Barbaresco;Sori Paitin;299.00;;750.00;398.67;01/10/2015;0;Rött vin;;;Flaska;;Piemonte;Italien;Paitin;Tryffelsvinet AB;2012;;14.00%;BS;Övrigt sortiment;0;0;;0;
9602502;1007236;96025;Amour de Deutz;;796.00;;375.00;2122.67;04/12/2015;0;Mousserande vin;Vitt Torrt;;Flaska;Naturkork;Champagne;Frankrike;Deutz;Swedish Brand AB;2008;;12.00%;TSE;Små partier;0;0;;0;
8949715;1007245;89497;S:t Eriks;Lager;19.90;1.00;330.00;60.30;01/10/2015;0;Öl;Ljus lager;Modern stil;Burk;;;Sverige;S:t Eriks Bryggeri;Galatea AB;;;5.60%;BS;Övrigt sortiment;0;0;;0;Kornmalt och humle.
7541301;1007301;75413;Lidköping;Rosé;101.00;;750.00;134.67;01/10/2015;0;Rosévin;;;Flaska;;Languedoc-Roussillon;Frankrike;Domaine la Grange;Triplus Vinhandel AB;2014;;12.00%;BS;Övrigt sortiment;0;0;;0;
7520206;1007304;75202;Castello di Ama;;649.00;;1500.00;432.67;01/10/2015;0;Rött vin;;;Magnum;;Toscana;Italien;Castello di Ama;janake wine group AB;2010;;13.00%;BS;Övrigt sortiment;0;0;;0;
7522001;1007307;75220;José Pariente;Cuvée Especial;289.00;;750.00;385.33;01/10/2015;0;Vitt vin;;;Flaska;;Rueda;Spanien;José Pariente;Lancel AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
9635701;1007439;96357;Clos de Vougeot Grand Cru du Clos Frantin;Albert Bichot;1095.00;;750.00;1460.00;19/11/2015;0;Rött vin;;;Flaska;Naturkork;Bourgogne;Frankrike;Albert Bichot;Nigab;2012;;13.00%;TSE;Små partier;0;0;;0;
7522501;1007480;75225;Chateau Ste Michelle;Riesling;119.00;;750.00;158.67;01/10/2015;0;Vitt vin;Friskt & Fruktigt;;Flaska;Skruvkapsyl;Washington State;USA;Chateau Ste Michelle;Vinunic AB;2014;;12.00%;BS;Övrigt sortiment;0;0;;0;Riesling.
9602602;1007525;96026;Cuvée William Deutz;;596.00;;375.00;1589.33;04/12/2015;0;Mousserande vin;Vitt Torrt;;Flaska;Naturkork;Champagne;Frankrike;Deutz;Swedish Brand AB;2008;;12.00%;TSE;Små partier;0;0;;0;
7599801;1007535;75998;Cigarra Gran Passo;Touriga Nacional Cabernet Sauvignon;89.00;;750.00;118.67;01/10/2015;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Skruvkapsyl;Lisboa;Portugal;Casa Santos Lima;Giertz Vinimport AB;2014;;14.00%;FS;Ordinarie sortiment;0;0;;0;Touriga nacional och cabernet sauvignon.
4047201;1007540;40472;Bluecoat;American Dry Gin;449.00;;700.00;641.43;20/11/2015;0;Gin;;;Flaska;;;USA;Philadelphia Distilling;Fine Brands Sweden AB;;;47.00%;TSE;Små partier;0;0;;0;
9449001;1007556;94490;La Landonne;Delas;1328.00;;750.00;1770.67;26/11/2015;0;Rött vin;;;Flaska;Naturkork;Rhonedalen;Frankrike;Delas;Ward Wines AB;2013;;13.50%;TSE;Små partier;0;0;;0;
9696209;1007571;96962;Deutz;Exclusive Gift Box;2397.00;;1125.00;2130.67;26/11/2015;0;Mousserande vin;;;3 flaskor à 375 ml;Naturkork;Champagne;Frankrike;Deutz;Swedish Brand AB;2008;;12.00%;TSE;Små partier;0;0;;0;
551401;1007578;5514;Sancerre Les Roches;Domaine Vacheron;199.00;;750.00;265.33;01/12/2015;0;Vitt vin;Friskt & Fruktigt;;Flaska;Naturkork;Loiredalen;Frankrike;Domaine Vacheron;Fondberg;2015;;13.50%;FS;Ordinarie sortiment;1;0;;0;Sauvignon blanc.
7340501;1007591;73405;Villa Spinosa;Amarone della Valpolicella Classico;579.00;;750.00;772.00;01/10/2015;0;Rött vin;;;Flaska;;Venetien;Italien;Azienda Agricola Villa Spinosa;Vino Conoscenza AB;2006;;16.50%;BS;Övrigt sortiment;0;0;;0;
7249001;1007611;72490;Villa Spinosa;Valpolicella Classico;130.00;;750.00;173.33;01/10/2015;0;Rött vin;;;Flaska;;Venetien;Italien;Azienda Agricola Villa Spinosa;Vino Conoscenza AB;2013;;12.00%;BS;Övrigt sortiment;0;0;;0;
7205401;1007619;72054;Masi Riserva Costasera;Amarone della Valpoliciella Classico;549.00;;750.00;732.00;01/10/2015;0;Rött vin;;;Flaska;;Venetien;Italien;Masi Agricola;Vinunic AB;2006;;15.50%;BS;Övrigt sortiment;0;0;;0;
8719601;1007628;87196;Motörhead;Whisky;665.00;;700.00;950.00;01/10/2015;0;Whisky;Malt;;Flaska;;;Sverige;Mackmyra Svensk Whisky AB;Brands For Fans Sweden AB;;;40.00%;FS;Ordinarie sortiment;0;0;;0;Kornmalt.
8201101;1007641;82011;Greenall's;Original London Dry Gin;249.00;;700.00;355.71;01/10/2015;0;Gin;;;Flaska;;;Storbritannien;G&J Distillers;Hermansson & Co AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7338101;1007644;73381;Côtes Du Rhône Villages;Terre d'Argile;181.00;;750.00;241.33;01/10/2015;0;Rött vin;;;Flaska;;Rhonedalen;Frankrike;Domaine de la Janasse;Bristly Wine Agents AB;2013;;14.00%;BS;Övrigt sortiment;0;0;;0;
8213201;1007677;82132;Bloom;Premium London Dry Gin;449.00;;700.00;641.43;01/10/2015;0;Gin;;;Flaska;;;Storbritannien;G&J Distillers;Hermansson & Co AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7384901;1007694;73849;La Devèze;;151.00;;750.00;201.33;01/10/2015;0;Rött vin;;;Flaska;;Languedoc-Roussillon;Frankrike;Mas de la Devèze;Bristly Wine Agents AB;2007;;15.00%;BS;Övrigt sortiment;0;0;;0;
7338501;1007768;73385;Cerrogallina;Bobal;239.00;;750.00;318.67;01/10/2015;0;Rött vin;;;Flaska;;Utiel-Requena;Spanien;Cerrogallina;Göteborgs Vinhandelshus AB;2013;;15.00%;BS;Övrigt sortiment;0;0;;0;
7289701;1007844;72897;Poggio Scalette;Chianti Classico;210.00;;750.00;280.00;01/10/2015;0;Rött vin;;;Flaska;;Toscana;Italien;Podere Poggio Scalette;Theis Vine AB;2013;;13.00%;BS;Övrigt sortiment;0;0;;0;
7317001;1007847;73170;Canua;Sforzato Di Valtellina;394.00;;750.00;525.33;01/10/2015;0;Rött vin;;;Flaska;;Lombardiet;Italien;Conto Sertoli Salis;Göteborgs Vinhandelshus AB;2009;;15.00%;BS;Övrigt sortiment;0;0;;0;
7380202;1007927;73802;Villa Mathilda;Siegerrebe;199.00;;500.00;398.00;01/10/2015;0;Vitt vin;;;Flaska;;;Sverige;Vingården Villa Mathilda;Göteborgs Vinhandelshus AB;2014;;12.50%;BS;Övrigt sortiment;0;0;;0;
7355302;1007948;73553;Villa Mathilda;Solaris;199.00;;500.00;398.00;01/10/2015;0;Vitt vin;;;Flaska;;;Sverige;Vingården Villa Mathilda;Göteborgs Vinhandelshus AB;2015;;13.50%;BS;Övrigt sortiment;0;0;;0;
8011601;1007954;80116;Opihr;Oriental Spiced Gin;449.00;;700.00;641.43;01/10/2015;0;Gin;;;Flaska;;;Storbritannien;G&J Distillers;Hermansson & Co AB;;;42.50%;BS;Övrigt sortiment;0;0;;0;
7327101;1007960;73271;Cocchino;Montefalco;207.00;;750.00;276.00;01/10/2015;0;Rött vin;;;Flaska;;Umbrien;Italien;Podere Castorani;Göteborgs Vinhandelshus AB;2006;;14.00%;BS;Övrigt sortiment;0;0;;0;
7312301;1007973;73123;Barbera d'Alba;Ellena;220.00;;750.00;293.33;01/10/2015;0;Rött vin;;;Flaska;;Piemonte;Italien;Agricola Ellena Giuseppe;Göteborgs Vinhandelshus AB;2011;;14.50%;BS;Övrigt sortiment;0;0;;0;
7299301;1007984;72993;Domaine Bott-Geyl;Points Cardineaux Métiss;175.00;;750.00;233.33;01/10/2015;0;Vitt vin;;;Flaska;;Alsace;Frankrike;Domaine Bott-Geyl;Divine AB;2014;;12.00%;BS;Övrigt sortiment;1;0;;0;
7145301;1007987;71453;Borgogno;Barolo Cannubi;645.00;;750.00;860.00;01/10/2015;0;Rött vin;;;Flaska;;Piemonte;Italien;Giacomo Borgogno;The WineAgency Sweden AB;2011;;15.00%;BS;Övrigt sortiment;0;0;;0;
7322501;1007992;73225;Jean-Louis Denois;Extra Brut Chardonnay;171.00;;750.00;228.00;01/10/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;;Frankrike;Jean-Louis Denois;Göteborgs Vinhandelshus AB;;;12.50%;BS;Övrigt sortiment;0;0;;0;
7768001;1007995;77680;Brimoncourt;Extra Brut;497.00;;750.00;662.67;01/10/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;Champagne;Frankrike;Brimoncourt;Göteborgs Vinhandelshus AB;;;12.50%;BS;Övrigt sortiment;0;0;;0;
7140001;1008004;71400;Medolago Albani;Valcalepio Rosso Cabernet Sauvignon Merlot;131.00;;750.00;174.67;01/10/2015;0;Rött vin;;;Flaska;;Lombardiet;Italien;Medolago Albani;Enrico;2014;;13.00%;BS;Övrigt sortiment;0;0;;0;
7080801;1008008;70808;Pineto;Brachetto D'Acqui;180.00;;750.00;240.00;01/10/2015;0;Rött vin;Sött;;Flaska;;Piemonte;Italien;Casa Vinicola Marenco;Enrico;2014;;5.50%;BS;Övrigt sortiment;0;0;;0;
7377201;1008014;73772;Montepulciano d'Abruzzo;Cantina Tollo Riserva;125.00;;750.00;166.67;01/10/2015;0;Rött vin;;;Flaska;;Abruzzerna;Italien;Cantina Tollo;Intermondi AB;2011;;13.50%;BS;Övrigt sortiment;0;0;;0;
7775801;1008017;77758;Frassinelli;Valdobbiadene Prosecco Superiore Millesimato;151.00;;750.00;201.33;01/10/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;Venetien;Italien;Azienda Agricola Frassinelli;Enrico;2014;;11.50%;BS;Övrigt sortiment;0;0;;0;
8716701;1008020;87167;Ragnarök Gin;;431.00;;700.00;615.71;01/10/2015;0;Gin;;;Flaska;;;Sverige;Tevsjö Destilleri Järvsö AB;Tevsjö Destilleri i Järvsö AB;;;44.00%;BS;Övrigt sortiment;0;0;;0;
7314801;1008024;73148;Colle Secco Riserva;Montepulciano d'Abruzzo;115.00;;750.00;153.33;01/10/2015;0;Rött vin;;;Flaska;;Abruzzerna;Italien;Cantina Tollo;Intermondi AB;2010;;13.50%;BS;Övrigt sortiment;0;0;;0;
7383101;1008034;73831;Rosso 409;Abruzzo;135.00;;750.00;180.00;01/10/2015;0;Rött vin;;;Flaska;;Abruzzerna;Italien;Cantina Tollo;Intermondi AB;2012;;13.00%;BS;Övrigt sortiment;0;0;;0;
7796401;1008038;77964;Pierre Peters;L'Esprit Blanc de Blancs;449.00;;750.00;598.67;01/10/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;Champagne;Frankrike;Pierre Peters;The WineAgency Sweden AB;2009;;12.00%;BS;Övrigt sortiment;0;0;;0;
7267601;1008041;72676;Bombshell;Zinfandel;89.00;;750.00;118.67;01/10/2015;0;Rött vin;Fruktigt & Smakrikt;;Flaska;;Apulien;Italien;Agricole Rizello Spa;Stellan Kramer AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;
7255401;1008044;72554;I Frati Lugana;Ca dei Frati;137.00;;750.00;182.67;01/10/2015;0;Vitt vin;;;Flaska;;Venetien;Italien;Azienda Agricola Ca dei Frati;Matric Italgross AB;2014;;13.00%;BS;Övrigt sortiment;0;0;;0;
7767101;1008050;77671;Dentelles & Crinolines;Extra Brut;349.00;;750.00;465.33;01/10/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;Champagne;Frankrike;Pierre Brigandat & Fils;Picky Drinks AB;2009;;12.00%;BS;Övrigt sortiment;0;0;;0;
8964603;1008054;89646;Schöfferhofer;Hefeweizen;16.90;;330.00;51.21;01/10/2015;0;Öl;Veteöl;Hefeweizen;Flaska;;;Tyskland;Radeberger Gruppe KG;TOMP Beer Wine & Spirits AB;;;5.00%;BS;Övrigt sortiment;0;0;;0;
7570701;1008061;75707;Castelmare;Amarone della Valpolicella Classico;164.00;;750.00;218.67;01/10/2015;0;Rött vin;Kryddigt & Mustigt;;Flaska;Naturkork;Venetien;Italien;Cantina Valpolicella Negrar;Carovin AB;2014;;15.00%;FS;Ordinarie sortiment;0;0;;0;
7240201;1008064;72402;Papaioannou;Chardonnay;133.00;;750.00;177.33;01/10/2015;0;Vitt vin;;;Flaska;;Peloponnesos;Grekland;A&G Papaioannou O.E.;Metamorfosi AB;2014;;13.50%;BS;Övrigt sortiment;1;0;;0;
7564901;1008070;75649;Whispering Tree;Chardonnay;125.00;;750.00;166.67;01/10/2015;0;Vitt vin;;;Flaska;;Washington State;USA;Wahluke Wine Company;Carovin AB;2013;;14.00%;BS;Övrigt sortiment;0;0;;0;
8712201;1008073;87122;Cognac Leyrat;Premium VSOP;540.00;;700.00;771.43;01/10/2015;0;Cognac;;;Flaska;;Cognac;Frankrike;Domaine de chez maillard;Fine Brands Sweden AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7147901;1008083;71479;KooLooLoo;Cabernet Sauvignon Organic;235.00;;750.00;313.33;01/10/2015;0;Rött vin;;;Flaska;;Kalifornien;USA;KooLooLoo Vineyards;Wine Lounge Stockholm AB;2009;;14.10%;BS;Övrigt sortiment;1;0;;0;
8754001;1008086;87540;Ysabel Regina;;597.00;;700.00;852.86;01/10/2015;0;Brandy och Vinsprit;Vinsprit;;Flaska;;;Spanien;Global Premium Brands;Fine Brands Sweden AB;;;42.00%;BS;Övrigt sortiment;0;0;;0;
7478401;1008096;74784;Papaioannou Estate;Agiorgitiko;147.00;;750.00;196.00;01/10/2015;0;Rött vin;;;Flaska;;Peloponnesos;Grekland;A&G Papaioannou O.E.;Metamorfosi AB;2010;;13.50%;BS;Övrigt sortiment;1;0;;0;
7463201;1008113;74632;KooLooLoo;Old Vine Zinfandel Organic;235.00;;750.00;313.33;01/10/2015;0;Rött vin;;;Flaska;;Kalifornien;USA;KooLooLoo Vineyards;Wine Lounge Stockholm AB;2008;;14.60%;BS;Övrigt sortiment;1;0;;0;
7419701;1008136;74197;Papaioannou;Conquistamor Merlot;175.00;;750.00;233.33;01/10/2015;0;Rött vin;;;Flaska;;Peloponnesos;Grekland;A&G Papaioannou O.E.;Metamorfosi AB;2010;;14.00%;BS;Övrigt sortiment;1;0;;0;
7604001;1008166;76040;KooLooLoo;Chardonnay Organic;235.00;;750.00;313.33;01/10/2015;0;Vitt vin;;;Flaska;;Kalifornien;USA;KooLooLoo Vineyards;Wine Lounge Stockholm AB;2012;;13.50%;BS;Övrigt sortiment;1;0;;0;
7433701;1008187;74337;Papaioannou;Syrah;159.00;;750.00;212.00;01/10/2015;0;Rött vin;;;Flaska;;Peloponnesos;Grekland;A&G Papaioannou O.E.;Metamorfosi AB;2012;;13.00%;BS;Övrigt sortiment;1;0;;0;
7397201;1008190;73972;Dogajolo;Rosso;95.00;;750.00;126.67;01/10/2015;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Naturkork;Toscana;Italien;Carpineto;Iconic Wines;2014;;13.00%;BS;Övrigt sortiment;0;0;;0;70% sangiovese och 30% cabernet sauvignon.
7104701;1008210;71047;Evolution;Cabernet Sauvignon;294.00;;750.00;392.00;01/10/2015;0;Rött vin;;;Flaska;;Kalifornien;USA;Napa Wine Arts;Wine Lounge Stockholm AB;2011;;14.20%;BS;Övrigt sortiment;0;0;;0;
7438101;1008223;74381;Papaioannou;Pinot Noir;159.00;;750.00;212.00;01/10/2015;0;Rött vin;;;Flaska;;;Grekland;A&G Papaioannou O.E.;Metamorfosi AB;2013;;13.00%;BS;Övrigt sortiment;1;0;;0;
7778401;1008278;77784;Vinistella Spumante;Stella d'Oro;69.00;;750.00;92.00;01/10/2015;0;Mousserande vin;Vitt Halvtorrt;;Flaska;Naturkork;;Italien;ViniMundi;The Wine Team Global AB;;;11.00%;FS;Ordinarie sortiment;1;0;;0;
